"age","workclass","education","maritial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
49,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,35,"United-States","large"
51,"Private","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,44,"United-States","small"
25,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","small"
33,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,70,"United-States","large"
17,"Local-gov","11th","Never-married","Protective-serv","Own-child","White","Male",0,0,30,"United-States","small"
56,"Private","Bachelors","Married-spouse-absent","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","small"
47,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","large"
47,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1977,45,"United-States","large"
36,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","small"
52,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States","large"
32,"Private","Bachelors","Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","large"
55,"Private","HS-grad","Divorced","Sales","Not-in-family","White","Female",0,0,37,"United-States","small"
23,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
52,"Self-emp-not-inc","HS-grad","Widowed","Other-service","Other-relative","Black","Female",0,0,40,"United-States","small"
53,"Private","Some-college","Widowed","Sales","Unmarried","White","Female",0,0,30,"United-States","small"
36,"Private","10th","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
46,"Self-emp-inc","HS-grad","Married-spouse-absent","Farming-fishing","Not-in-family","White","Male",3325,0,45,"United-States","small"
78,"Self-emp-not-inc","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",99999,0,20,"United-States","large"
31,"Private","Preschool","Never-married","Other-service","Other-relative","White","Female",0,0,35,"Mexico","small"
24,"Private","HS-grad","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","small"
52,"Self-emp-not-inc","Masters","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines","small"
57,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,1902,30,"United-States","large"
30,"Private","HS-grad","Separated","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
46,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Female",0,0,48,"United-States","small"
30,"Local-gov","HS-grad","Married-civ-spouse","Handlers-cleaners","Other-relative","White","Male",0,0,25,"United-States","small"
32,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Germany","small"
39,"Private","Bachelors","Widowed","Prof-specialty","Unmarried","White","Female",0,0,50,"Poland","large"
25,"Private","Assoc-voc","Married-civ-spouse","Sales","Husband","White","Male",0,0,41,"United-States","small"
36,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,48,"United-States","small"
54,"Private","5th-6th","Married-civ-spouse","Sales","Husband","White","Male",0,0,51,"United-States","small"
34,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
51,"Federal-gov","Some-college","Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","small"
21,"Private","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","small"
28,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","small"
31,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","small"
26,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,96,"United-States","small"
38,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","small"
39,"Private","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",6849,0,40,"United-States","small"
28,"Private","10th","Never-married","Handlers-cleaners","Other-relative","Black","Male",0,0,40,"United-States","small"
32,"Private","7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","small"
75,"Self-emp-not-inc","Assoc-voc","Widowed","Exec-managerial","Not-in-family","White","Female",0,0,30,"United-States","small"
35,"Private","11th","Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","small"
39,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","small"
45,"Private","Doctorate","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1977,30,"United-States","large"
44,"Private","7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","Other","Male",0,0,40,"Nicaragua","small"
23,"Private","Some-college","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","small"
55,"Private","9th","Married-civ-spouse","Machine-op-inspct","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Philippines","small"
36,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,45,"United-States","large"
17,"Self-emp-not-inc","10th","Never-married","Farming-fishing","Own-child","White","Male",0,0,35,"United-States","small"
19,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","small"
25,"Local-gov","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","small"
47,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","large"
20,"Private","Some-college","Never-married","Prof-specialty","Own-child","White","Male",0,0,15,"United-States","small"
50,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States","large"
28,"Private","Bachelors","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","small"
32,"Private","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","small"
32,"Private","Assoc-voc","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","small"
42,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","large"
66,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,24,"United-States","large"
29,"Private","7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,2042,40,"United-States","small"
39,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States","large"
52,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States","large"
55,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
56,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","large"
46,"Local-gov","Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","large"
28,"Private","12th","Never-married","Sales","Unmarried","Black","Female",0,0,40,"United-States","small"
51,"Private","Assoc-acdm","Divorced","Exec-managerial","Unmarried","White","Male",0,0,55,"Germany","small"
32,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","large"
36,"Private","Some-college","Never-married","Craft-repair","Not-in-family","Black","Male",0,0,55,"United-States","small"
45,"Private","5th-6th","Divorced","Transport-moving","Unmarried","White","Male",0,0,40,"United-States","small"
32,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",7688,0,55,"Mexico","large"
32,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Female",0,0,40,"United-States","small"
23,"Private","Some-college","Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
25,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","small"
17,"Private","9th","Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States","small"
29,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","small"
32,"State-gov","Some-college","Divorced","Protective-serv","Unmarried","White","Female",0,1726,38,"United-States","small"
37,"Self-emp-not-inc","Some-college","Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States","small"
22,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Male",0,0,45,"Canada","small"
60,"Private","7th-8th","Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
32,"Private","Assoc-acdm","Never-married","Adm-clerical","Own-child","White","Male",0,0,30,"United-States","small"
50,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Tech-support","Wife","White","Female",0,0,50,"United-States","large"
33,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","small"
28,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","small"
37,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,50,"United-States","large"
32,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","large"
39,"Private","Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",15024,0,40,"United-States","large"
36,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","large"
57,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","large"
42,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,60,"Italy","large"
31,"Private","Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","small"
41,"Private","Some-college","Divorced","Adm-clerical","Unmarried","Black","Female",0,0,37,"United-States","small"
45,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
25,"Private","Bachelors","Separated","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","small"
44,"Self-emp-not-inc","Some-college","Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,80,"Philippines","large"
55,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,32,"United-States","small"
42,"Private","Assoc-acdm","Married-spouse-absent","Exec-managerial","Unmarried","Asian-Pac-Islander","Female",0,0,31,"Laos","small"
36,"State-gov","Assoc-voc","Married-spouse-absent","Protective-serv","Own-child","White","Female",0,0,40,"Germany","small"
57,"Self-emp-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","large"
28,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","large"
31,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
27,"Private","Assoc-voc","Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","small"
43,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","small"
34,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States","small"
22,"Private","Some-college","Never-married","Tech-support","Not-in-family","White","Female",0,0,60,"United-States","small"
23,"Private","Some-college","Separated","Sales","Own-child","White","Female",0,0,40,"United-States","small"
28,"Local-gov","Assoc-voc","Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,46,"United-States","small"
33,"Federal-gov","Prof-school","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","large"
45,"Private","HS-grad","Widowed","Machine-op-inspct","Unmarried","Other","Male",0,0,40,"Columbia","small"
52,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Female",0,0,36,"United-States","small"
49,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,60,"United-States","small"
49,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States","large"
24,"Federal-gov","Assoc-acdm","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","small"
44,"Self-emp-inc","Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","small"
26,"Private","HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","small"
